   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;ATLAS PAD P/ RECORTE S/CABO AT751/70;001433;7896003897456;Ativo;39,9900; por UN
;ATLAS PAD PARA RECORTE PINTURA 750/70;000187;SEM GTIN;Ativo;1,0000; por UN
;ATLAS PALHA DE ACO N '0' AT90/50;001458;7896380173433;Ativo;6,5400; por UN
;ATLAS PALHA DE ACO N '1' AT90/60;001459;7896380173440;Ativo;6,5400; por UN
;ATLAS PALHA DE ACO N '2' AT90/70;001460;7896380173457;Ativo;6,5400; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/10;001656;7896380125319;Ativo;4,8200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/14;001655;7896380125364;Ativo;6,3800; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/18;001657;7896380125418;Ativo;9,0200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/2;001654;7896380125388;Ativo;3,8400; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/22;001653;7896380125371;Ativo;14,7200; por UN
;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/6;001652;7896380125432;Ativo;4,1800; por UN
;ATLAS PISTOLA PROF. P/ CALAFETAR METALICA AT177/2;001353;7896380102563;Ativo;80,3900; por UN
;ATLAS PORTA-TRINCHA P/ PROLON. AT179;001650;7896380100651;Ativo;36,1500; por UN
;ATLAS PROTETOR AUDITIVO PLASTICO REF: AT3100;001468;7896380107179;Ativo;3,5500; por UN
;ATLAS RASPADOR DE TINTA 6CM 275/6;001835;7896380191666;Ativo;27,9300; por UN
;ATLAS RASPADOR P/ REJUNTE ATR193;001530;7896380195343;Ativo;44,5200; por UN
;ATLAS RASPADOR 6CM;000165;SEM GTIN;Ativo;1,0000; por UN
;ATLAS REFIL DE BUCHA PLAST P/ GARFO DUPLO PRO REF: AT3646;001435;7896380109531;Ativo;5,4900; por UN
;ATLAS REFIL DE LAMINA P/ ESTILETE 18MM AT175R;001533;7896003897432;Ativo;13,4200; por UN
;ATLAS REFIL ESTILETE TRAPEZOIDAL AT1409;001863;7896380109715;Ativo;16,4300; por UN
;ATLAS REFIL P/ PAD RECORTE AT751/35;001651;7896003897463;Ativo;25,1000; por UN
;ATLAS REFIL PARA PAD RECORTE PINTURA 750/35;000188;SEM GTIN;Ativo;1,0000; por UN
;ATLAS RODO MEDIO;000180;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO ANTIGOTA POLIAMIDA DUP 46CM;001344;7896380105236;Ativo;55,6200; por UN
;ATLAS ROLO ANTIGOTA 15CM 321/15;000142;7896380150731;Ativo;15,9900; por UN
;ATLAS ROLO ANTIGOTA 23CM 321/10;001260;7896380150113;Ativo;27,6000; por UN
;ATLAS ROLO ANTIGOTA 5CM  LA 10MM AT321/5;000270;7896380107445;Ativo;15,7400; por UN
;ATLAS ROLO ANTIGOTA 9CM 321/9;000265;7896380150724;Ativo;12,9500; por UN
;ATLAS ROLO ANTI-GOTA 9CMM REF: 321/9;000141;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO ANTIRESP LA SINT 15CM AT773/15;001343;7896003894950;Ativo;12,2800; por UN
;ATLAS ROLO ANTIRESP LA SINT. 23CM 773/10;001837;7896380193998;Ativo;17,8200; por UN
;ATLAS ROLO ANTIRESP LA SINT 5CM AT773/5;001341;7896003894929;Ativo;10,2800; por UN
;ATLAS ROLO ANTIRESP LA SINT 9CM AT773/9;001342;7896003894943;Ativo;9,3800; por UN
;ATLAS ROLO BRASILEIRINHO 23CM AT2014;001258;7896380103188;Ativo;26,5800; por UN
;ATLAS ROLO DE ESPUMA CINZA 68MM  23CM 406/23;000212;7896380140350;Ativo;21,1800; por UN
;ATLAS ROLO DE ESPUMA 15CM 406/15A;001257;7896380140633;Ativo;15,3800; por UN
;ATLAS ROLO DE ESPUMA 5CM 406/5A;001255;7896380140619;Ativo;7,8500; por UN
;ATLAS ROLO DE ESPUMA 9CM 406/9A;001256;7896380140626;Ativo;9,6200; por UN
;ATLAS ROLO DE LA NATURAL 15CM 328/15;001934;7896380190287;Ativo;29,5900; por UN
;ATLAS ROLO DE LA NATURAL 9CM 328/9;001932;7896380190270;Ativo;18,2000; por UN
;ATLAS ROLO DE TEXTURA RUSTICA E CHAPISCO 23CM AT110/85;001841;7896380140688;Ativo;35,2500; por UN
;ATLAS ROLO DE TEXTURA RUSTICA 5CM AT1155/5;001432;7896380105069;Ativo;20,3200; por UN
;ATLAS ROLO DRYWALL LA '8' 23CM AT321/8;001259;7896380100798;Ativo;28,4200; por UN
;ATLAS ROLO ESPUMA 23CM 406/23A;000133;7896380140640;Ativo;21,1800; por UN
;ATLAS ROLO INDUSTRIAL 23CM 326/5;000143;7896380150175;Ativo;20,2600; por UN
;ATLAS ROLO LA CARNEIRO + POLIESTER  23CM 228/22;001823;7896380190195;Ativo;29,5800; por UN
;ATLAS ROLO MAXILA NATURAL 23CM AT328/25;001254;7896380190140;Ativo;58,5200; por UN
;ATLAS ROLO P/ MASSA NIVELOPRO 23CM AT1122/23;001349;7896003895940;Ativo;64,2200; por UN
;ATLAS ROLO RENDEPLUS DUPLO LA '19' 46CM AT927/19;000198;7896380105243;Ativo;51,0500; por UN
;ATLAS ROLO RENDEPLUS LA '10' 23CM 327/23 MF;001924;7896380150038;Ativo;25,5800; por UN
;ATLAS ROLO RENDEPLUS LA '19'  23CM 327/19;000263;7896380150021;Ativo;25,3000; por UN
;ATLAS ROLO RENDEPLUS LA '19' 15CM 327/15;000182;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO RENDEPLUS LA '19' 5CM AT327/5;001661;7896380195299;Ativo;14,4300; por UN
;ATLAS ROLO RENDEPLUS LA '19' 9CM AT327/9;000183;7896380107469;Ativo;16,4300; por UN
;ATLAS ROLO RESIMAX  9 CM 339/9A;001838;7896380152292;Ativo;23,1300; por UN
;ATLAS ROLO RESIMAX 15 CM 339/15A;000174;7896380152315;Ativo;27,0400; por UN
;ATLAS ROLO RESIMAX 23CM 339/5A;000173;7896380152278;Ativo;42,1500; por UN
;ATLAS ROLO RESIMAX 5CM 339/55A;000169;7896380152308;Ativo;19,5000; por UN
;ATLAS ROLO RESINA / EPOXI 23CM PISOS AT339/23;001917;7896003896015;Ativo;36,9600; por UN
;ATLAS ROLO TEXTURA EX. RUST DE ESPUMA 23CM 110/55;001836;7896380192090;Ativo;33,8500; por UN
;ATLAS ROLO TEXTURA FINA 23CM 110/75;000148;7896380192069;Ativo;33,8500; por UN
;ATLAS ROLO TEXTURA MEDIA 23CM 110/65;000147;7896380140671;Ativo;33,8500; por UN
;ATLAS ROLO TEXTURA RUSTICA 23CM 1155;000146;7896380150502;Ativo;63,7800; por UN
;ATLAS ROLO TEXTURA 37CM AT91155;000199;7896380109654;Ativo;82,1600; por UN
;ATLAS ROLO 10CM CABELO DE ANJO C/SUPORTE;000160;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 10CM C/SUPORTE DEMARCACAO;000164;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 15CM LA CARNEIRO CONJ AT328/15SR;000189;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 15CM LACARNEIRO REF:328/15;000139;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 15CM REF: 407/15 ANTI MARCAS;000170;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 15CM VELUDO 329/15;000158;SEM GTIN;Ativo;1,0000; por UN
;ATLAS ROLO 23CM EXTRA PROFIMAX AT322/46;000184;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM INDUSTRIAL 326/5;000264;SEM GTIN;Ativo;20,2600; por UN
;ATLAS ROLO 23CM LA CARNEIRO 228/22;000140;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM LACARNEIRO REF:328/22;000137;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM LACARNEIRO 1000/22;000135;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM LACARNEIRO 328/22;000261;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM LACARNEIRO 328/25;000136;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM PELECARNEIRO REF:1000;000171;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM PELECARNEIRO 322/22;000260;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM RESIMAX 339/5;000262;SEM GTIN;Ativo;26,0000; por UN
;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1107;000150;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1110;000151;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1163;000152;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1166;000153;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1170;000154;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 23CM VELUDO 329/5;000157;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 5CM CABELO ANJO 1155/5;000191;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 5CM LA SINT. 705/5;000271;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 5CM LACARNEIRO REF:AT328/5;000172;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 5CM LACARNEIRO 328/5;000268;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 5CM RESIMAX 339/55;000269;SEM GTIN;Ativo;19,5000; por UN
;ATLAS ROLO 5CM VELUDO 329/55;000144;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM ANTIMARCAS REF:AT407/9;000134;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM LACARNEIRO 328/9;000138;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM RESIMAX 339/9;000266;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM ROLA FACIL 709/5;000267;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM TEXTURA FINA 110/9;000149;SEM GTIN;Ativo;2,0000; por UN
;ATLAS ROLO 9CM VELUDO 329/9;000145;SEM GTIN;Ativo;2,0000; por UN
;ATLAS SACO COLETOR DE PO REF: AT1710/130;000196;7896380174577;Ativo;141,5500; por UN
;ATLAS SERROTE DE PONTA DE ACO P/ DRYWALL AT192/1;001475;7896380102457;Ativo;65,9900; por UN
;ATLAS SOPRADOR TERM. DIGITAL 2000W/220V AT1790/2;000221;7896380196029;Ativo;496,9900; por UN
;ATLAS SOPRADOR TERMICO 2000W/220V REF: AT1791/2;000197;7896380196043;Ativo;206,3000; por UN
;ATLAS SUPORTE GAIOLA 546/23;000186;SEM GTIN;Ativo;2,0000; por UN
;ATLAS SUPORTE MANUAL P/ LIXA DE PVC REF:100/2;001334;7896380101320;Ativo;38,7900; por UN
;ATLAS SUPORTE P/ DESEMPENADEIRA AT9933;000205;7896380195589;Ativo;85,0600; por UN
;ATLAS SUPORTE P/ LIXA C/ ROSCA 10,5X21CM 100/3;001472;7896380101337;Ativo;95,2600; por UN
;ATLAS SUPORTE P/ MEIA LIXA PVC 23X10,5 AT100/4;000211;7896380103195;Ativo;54,0400; por UN
;ATLAS TACO PARA LIXA 100/1;000123;7896380101450;Ativo;34,2500; por UN
;ATLAS TESOURA DE AVIACAO CORTE RETO '25' AT1404;001816;7896380109661;Ativo;109,9900; por UN
;ATLAS TEXTURA RUSTICA 10CM AT155/10SR;001352;7896380150359;Ativo;34,6800; por UN
;ATLAS TRENA PROF. 10M AMARELA AT180/10;001866;7896380105274;Ativo;83,5300; por UN
;ATLAS TRENA PROFI. 8M AMARELA AT180/8;001867;7896380105267;Ativo;73,9100; por UN
;ATLAS TRENA 5M PROFI. AMARELA AT180/5;000177;7896380107162;Ativo;53,5100; por UN
;ATLAS TRINCHA ANGULAR AT345 1;001518;7896003896268;Ativo;19,6000; por UN
;ATLAS TRINCHA ANGULAR AT345 '1.1/2';001473;7896003896275;Ativo;25,0300; por UN
;ATLAS TRINCHA ANGULAR AT345 2;001474;7896003896282;Ativo;33,0500; por UN
;ATLAS TRINCHA ANGULAR AT345 '2.1/2';001519;7896003896299;Ativo;41,9500; por UN
;ATLAS TRINCHA ANGULAR IMPERIAL  AT416/3AN '1';000206;7896003896428;Ativo;30,3600; por UN
;ATLAS TRINCHA ANGULAR IMPERIAL AT416/4AN '1 1/2';000207;7896003896435;Ativo;34,8000; por UN
;ATLAS TRINCHA ANGULAR IMPERIAL AT416/5AN '2';000208;7896003896442;Ativo;41,1400; por UN
;ATLAS TRINCHA ANGULAR IMPERIAL AT416/6AN '2 1/2';000209;7896003896459;Ativo;51,9300; por UN
;ATLAS TRINCHA ANGULAR IMPERIAL AT416/7AN '3';000210;7896003896466;Ativo;60,3400; por UN
;ATLAS TRINCHA PROFISSIONAL AT717/3 '1';001531;7896003894844;Ativo;28,1400; por UN
;ATLAS TRINCHA PROFISSIONAL AT717/7 '3';001532;7896003894868;Ativo;62,9300; por UN
;ATLAS TRINCHA 315  '1.1/2';001441;7896380103843;Ativo;11,5500; por UN
;ATLAS TRINCHA 315  1/2;001438;7896380103812;Ativo;6,6700; por UN
;ATLAS TRINCHA 315  2;001442;7896380103850;Ativo;17,6700; por UN
;ATLAS TRINCHA 315  '2.1/2';001443;7896380103867;Ativo;20,8200; por UN
;ATLAS TRINCHA 315  3;001444;7896380103874;Ativo;29,0900; por UN
;ATLAS TRINCHA 315  '3/4';001439;7896380103829;Ativo;7,4700; por UN
;ATLAS TRINCHA 315  4;001445;7896380103881;Ativo;35,9100; por UN
;ATLAS TRINCHA 315 1;001440;7896380103836;Ativo;8,7000; por UN
;ATLAS TRINCHA 319  '1.1/2';001521;7896380105335;Ativo;10,9000; por UN
;ATLAS TRINCHA 319  1/2;001449;7896380105304;Ativo;5,9000; por UN
;ATLAS TRINCHA 319  2;001520;7896380105342;Ativo;16,5700; por UN
;ATLAS TRINCHA 319  '2.1/2';001451;7896380105359;Ativo;23,4700; por UN
;ATLAS TRINCHA 319  '3';001339;7896380105366;Ativo;26,4200; por UN
;ATLAS TRINCHA 319 1;001450;7896380105328;Ativo;11,1000; por UN
;ATLAS TRINCHA 319 '3/4';001902;7896380105311;Ativo;5,9500; por UN
;ATLAS TRINCHA 319 4;001522;7896380105373;Ativo;34,1500; por UN
;ATLAS TRINCHA 395  1;001447;7896380103522;Ativo;7,0500; por UN
;ATLAS TRINCHA 395  '1.1/2';001448;7896380103539;Ativo;9,3300; por UN
;ATLAS TRINCHA 395  '3/4';001338;7896380103515;Ativo;4,5800; por UN
;ATLAS TRINCHA 395 1/2;001446;7896380103508;Ativo;5,5000; por UN
;ATLAS TRINCHA 395 2;001337;7896380103546;Ativo;15,2000; por UN
;ATLAS TRINCHA 395 '2.1/2';001336;7896380103553;Ativo;19,7300; por UN
;ATLAS TRINCHA 395 3;001335;7896380103560;Ativo;23,5500; por UN
;ATLAS TRINCHA 395 4;001523;7896380103577;Ativo;28,4500; por UN
;B - AMARELO;002342;SEM GTIN;Ativo;1,0000; por UN
;BANDEJA PARA PINTURA GRANDE THOMPSON;002796;7898011978806;Ativo;25,5000; por UN
;BANDEJA PINTURA 15CM PRETA - THOMPSON;001195;7898011978806;Ativo;9,6000; por UN
;BANDEJA TINTA THOMPSON 23CM GRANDE 1600;002477;7898011978813;Ativo;18,8000; por UN
;BANDEJA TINTA TIGRE PRO 46CM LARANJA REF.2307;002487;7891395073617;Ativo;67,9900; por UN
;BASE M - CORALIT AB ULTRA RES 3.2L CORAL;000425;7891019205578;Ativo;1,0000; por GL
;BASE MF - CORALIT TOTAL ACET 0,8 L - CORAL;000427;7891019907915;Ativo;1,0000; por QT
;BASE MF - CORALIT TOTAL ACET 3.2L - CORAL;000426;7891019907908;Ativo;1,0000; por GL
;BASE MF - DECORA DIAMANTE S/B 16L - CORAL;000429;7891019177936;Ativo;1,0000; por LA
;BASE MF - DECORA DIAMANTE S/B 3.2L - CORAL;000430;7891019177943;Ativo;240,0000; por GL
;BASE MF - DECORA MATE FOSCO 0,8L - CORAL;000439;7891019906741;Ativo;1,0000; por QT
;BASE MF - DECORA MATE FOSCO 16L - CORAL;000433;7891019177882;Ativo;1,0000; por LA
;BASE MF - DECORA MATE FOSCO 3.2L - CORAL;000434;7891019906734;Ativo;1,0000; por GL
;BASE MF - DECORA SEDA AC 0,8 L - CORAL;000512;7891019915774;Ativo;1,0000; por QT
;BASE MF - DECORA SEDA AC 16L - CORAL;000440;SEM GTIN;Ativo;1,0000; por LA
;BASE MF - DECORA SEDA AC 3.2L - CORAL;000511;7891019915767;Ativo;232,5000; por GL
;BASE MF - SOL&CHUVA ACRIL TOTAL 16L - CORAL;000513;7891019909025;Ativo;1,0000; por LA
;BASE MF - SOL&CHUVA ACRIL TOTAL 3.2L - CORAL;000521;SEM GTIN;Ativo;1,0000; por GL
;BASE MF - SUPER LAVAVEL EGGSHELL 16L - CORAL;000522;SEM GTIN;Ativo;1,0000; por LA
;BASE P - CORALIT BRILHANTE ULTRA RES 3.2L ;002608;7891019132867;Ativo;155,0000; por GL
;BASE P - DECORA DIAMANTE S/B 3.2L ;002530;7891019907021;Ativo;262,5000; por GL
;BASE P - DECORA DIAMENTE S/B 800M - CORAL;000524;SEM GTIN;Ativo;1,0000; por QT
;BASE P - DECORA MATTE EXTRA FOSCO 3.2L - CORAL;000525;7891019906833;Ativo;195,0000; por GL
;BASE PM - RENDE MUITO 3.2L CORAL;002541;7891019170654;Ativo;148,0600; por GL
;BASE PM - RENDE MUITO 800ML CORAL;002542;7891019170661;Ativo;42,0000; por QT
;BASE T - CORALIT AB ULTRA RES 3.2L ;002609;7891019205615;Ativo;200,0000; por GL
;BASE T - DECORA DIAMANTE S/B 3.2L ;002533;7891019906994;Ativo;220,5000; por GL
;BASE T - DECORA MATE FOSCO 800M 02.23.255;000518;7891019906864;Ativo;32,0000; por QT
;BASE T - DECORA SEDA AC 3.2L - CORAL;000431;7891019177103;Ativo;213,0000; por GL
;BASE T  LOUSA 3,2 LT CORAL;002393;7891019921744;Ativo;1,0000; por GL
;BASE T - MASTER 3,2L;002573;7891019993963;Ativo;250,0000; por GL
;BASTON DESENGRIPANTE  300ML CHEMICOLOR;002579;7899674035660;Ativo;12,0000; por UN
;BASTON ESPUMA EXPANSIVA  12X500ML/310G CHEMICOLOR;002580;7898436140130;Ativo;23,9900; por UN
;BATIDA DE PEDRA BRANCO 3,6L - MAXIRUBBER ( NOVO );001290;7898031542872;Ativo;116,9000; por GL
;BOMVINK ESMERILHADEIRA ANGULAR BOM-9545;002753;7908782209051;Ativo;170,0000; por UN
;C - LARANJA;002343;SEM GTIN;Ativo;1,0000; por UN
;CACAMBA DE PINTURA 12LTS - THOMPSON;000650;7898011979018;Ativo;28,9000; por UN
;CACAMBA DE PINTURA 15LTS - THOMPSON ( NOVO );001294;7898011979025;Ativo;29,9900; por UN
;CASCOREZ EXTRA   500G 13.04.030;002797;7891200007431;Ativo;29,9900; por UN
;CERA CARNAUBA SUPER BRILHO V8  500ML SANOL;002751;7896183315993;Ativo;30,0000; por UN
;COLA MADEIRA TEKBOND 100GR;001074;7898472261769;Ativo;8,9000; por UN
;COLA SELA CALHA CINZA POTE 500GR;001038;7898280880022;Ativo;24,9000; por UN
;COLA SILIC TEKBOND 256GR INCOLOR;001139;7898472259629;Ativo;31,9900; por UN
;COLA SILIC TEKBOND 280GR PRETO;001039;7898904869525;Ativo;39,9900; por UN
;CORAL ACR RENOVA FOSCO 16L ;000339;7891019915132;Ativo;444,9000; por BD
;CORAL ACR SOL E CHUVA IMPER 18L PREMIUM;000343;SEM GTIN;Ativo;489,9900; por LA
;CORAL CORALAR ACR + DESEMPENHO BRANCO 18L;001877;7891019138449;Ativo;249,9900; por LA
;CORAL CORALIT ULTRA PRETO ALTO BRILHO 3,6 LT;001975;7891019201853;Ativo;199,9900; por GL
;CORAL CORALIT ULTRA RESIST BR AZUL DEL REY 3,6 LT;000765;7891019202171;Ativo;200,0000; por GL
;CORAL CORALIT ULTRA RESIST BR AZUL FRANCA 3,6 LT;001358;7891019202324;Ativo;200,9900; por GL
;CORAL CORALIT ULTRA RESIST PRETO / FO  3,6 LT;000543;7891019203529;Ativo;200,0000; por GL
;CORAL FUNDO PREPARADOR BASE AGUA 3,6 LT;001087;SEM GTIN;Ativo;129,9900; por GL
;CORAL FUNDO PREPARADOR MADEIRA E METAL 900 ML AGUA;000722;SEM GTIN;Ativo;73,0900; por QT
;CORAL FUNDO PREPARADOR 18L;001100;SEM GTIN;Ativo;433,8400; por LA
;CORAL GRAFITE ESCURO 3,6 LT;000772;7891019201662;Ativo;159,5400; por GL
;CORAL MACTRA MANTA LIQUIDA BRANCA 18 KG VEDBEM;002574;7891019993772;Ativo;299,9900; por BD
;CORAL MASSA ACRILICA BALDE 5,7 KG;001974;7891019921263;Ativo;89,9900; por GL
;CORAL MASSA ACRILICA 1,5KG;000531;7891019105809;Ativo;3.680,0000; por QT
;CORAL MASSA ACRILICA 25KG;000532;7891019915088;Ativo;294,2700; por LA
;CORAL MASSA CORRIDA PVA BALDE 5,7 KG;001973;7891019921256;Ativo;69,9900; por GL
;CORAL MASSA CORRIDA PVA 1.5 KG;000623;7891019105748;Ativo;28,7800; por QT
;CORAL MASSA CORRIDA PVA 25KG;000516;7891019915095;Ativo;119,9900; por LA
;CORAL RENDE MUITO BRANCO BALDE PLAST. 20L;002819;7891019907892;Ativo;450,0000; por BD
;CORAL RENDE MUITO BRANCO FOSCO 3,6L;000558;7891019101467;Ativo;149,9900; por GL
;CORAL RENDE MUITO BRANCO 0,9L;000620;7891019101474;Ativo;59,9900; por QT
;CORAL RENDE MUITO BRANCO 18L;000557;7891019101481;Ativo;449,9900; por LA
;CORAL RENOVA FOSCO BRANCO 3.2L;000437;7891019915217;Ativo;189,9900; por GL
;CORAL RENOVA TETO BANHEIRO & COZINHA BR 900LT;000640;7891019166343;Ativo;64,9900; por QT
;CORAL RENOVA TETO BANHEIRO & COZINHA FO 3,6 GL;000561;7891019166350;Ativo;199,9900; por GL
;CORAL SELADOR ACRILICO 18L 02.02.304;000539;7891019106035;Ativo;267,5300; por LA
;CORAL SPARLACK EXTRA MARITIMO BR NAT. INCOLOR 0,225L;001874;7891574012383;Ativo;27,2500; por QT
;CORAL VERNIZ ACRILICO INCOLOR 3,6L;000819;7891019104727;Ativo;114,9000; por GL
;CORALAR ACR + DESEMPENHO BRANCO 3,6L;000982;7891019138456;Ativo;94,9900; por GL
;CORALAR ACR ROSA ACAI 3,6L;000979;7891019169306;Ativo;89,9900; por GL
;CORALAR ACR RUBI 3,6L;000980;7891019169344;Ativo;89,9900; por GL
;CORALAR ACR VERDE LIMAO 3,6L;000981;7891019168590;Ativo;89,9900; por GL
;CORALIT AB.BRANCO ULTRA RES 0,9L 02.03.225;002822;7891019201730;Ativo;63,9900; por QT
;CORALIT AREIA ULTRA RES ALT BRI 3,6 L CORAL;000896;7891019203031;Ativo;1,0000; por GL
;CORALIT ESM ULTRA RESIST  BRANCO ALTO BRILHO 3,6L;001875;7891019201723;Ativo;184,2600; por GL
;CORALIT FOSCO BRANCO ULTRA RES 0,9L 02.03.600;000540;7891019203499;Ativo;42,9900; por QT
;CORALIT FOSCO BRANCO ULTRA RES 3,60 02.03.610;000541;7891019203482;Ativo;69,9900; por GL
;CORALIT FOSCO PRETO ULTRA RES 0,9L 02.03.605;000542;7891019203536;Ativo;42,9900; por QT
;CORALIT SR ACET BRANCO 0,9L 02.03.981;000544;7891019908318;Ativo;42,9900; por QT
;CORALIT SR BR AMARELO 0,9L CORAL;000886;SEM GTIN;Ativo;49,6000; por QT
;CORALIT SR BR AMARELO 3,6L CORAL;000704;SEM GTIN;Ativo;16.999,0000; por GL
;CORALIT SR BR AZUL MAR 3,6L CORAL;000994;SEM GTIN;Ativo;144,9900; por GL
;CORALIT SR BR BRANCO 0,9L CORAL;000545;7891019168804;Ativo;36,9000; por QT
;CORALIT SR BR BRANCO 3 L;002690;7891019920655;Ativo;159,9900; por GL
;CORALIT SR BR BRANCO 3,6L CORAL;000546;7891019168781;Ativo;119,9900; por GL
;CORALIT SR BR CINZA ESCURO 3,6L CORAL;000877;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR CINZA MEDIO 3,6L CORALIT;000690;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR MARROM CONHAQ 3,6L CORAL;000878;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR PLATINA 3,6L CORAL;000887;SEM GTIN;Ativo;159,9900; por GL
;CORALIT SR BR PRETO 0,900ML CORAL;000895;SEM GTIN;Ativo;44,9900; por QT
;CORALIT SR BR PRETO 3,6L CORAL;000894;SEM GTIN;Ativo;159,9900; por GL
;CORALIT SR BR VERDE LIMAO 3,6L CORAL;000995;SEM GTIN;Ativo;119,9900; por GL
;CORALIT SR BR VERMELHO 0,9L;000547;7891019168835;Ativo;42,9000; por QT
;CORALIT SR BR VERMELHO 3,6L CORAL;000548;7891019168798;Ativo;139,0000; por GL
;CORALIT TOTAL ACET BRANCO 0,9L;000549;7891019165162;Ativo;48,9000; por QT
;CORALIT TOTAL ACET BRANCO 3,6L;000550;7891019165155;Ativo;159,9900; por GL
;CORALIT TOTAL BR BRANCO 0,9L 02.03.915;000551;7891019164967;Ativo;38,9000; por QT
;CORALIT TOTAL BR BRANCO 3,6L;000552;7891019164950;Ativo;149,4500; por GL
;CORALIT UTRA RESIST AC CREME 3,2 L -  CORAL;000537;SEM GTIN;Ativo;118,9900; por GL
;CORTEX ECON. BRANCO 16 LT;002463;7898907911573;Ativo;159,9900; por BD
;CORTEX ECON. BRANCO 18 LT;001369;7898907913638;Ativo;189,9900; por LA
;CORTEX ECON. BRANCO 3,6L;002707;7908896303430;Ativo;59,9900; por GL
;CORTEX ECON. CAMURCA 18 LT;001850;7898907913720;Ativo;189,9900; por LA
;CORTEX ECON. CAQUI 18 LT;001848;7898576315504;Ativo;189,9900; por LA
;CORTEX ECON. COR INOX 18 LT;001681;7898576317034;Ativo;189,9900; por LA
;CORTEX ECON. COR PALHA18 LT;001682;7898907913737;Ativo;189,9900; por LA
;CORTEX ECON. VERDE LIMAO 18 LT;001849;7898576315528;Ativo;189,9900; por LA
;DECOR QUARTZO MICA;002772;9900000001308;Ativo;550,0000; por UN
;DECORA DIAMANTE BRANCO 18L;000553;7891019906888;Ativo;598,0000; por LA
;DECORA DIAMANTE BRANCO 3,6L;000554;7891019906925;Ativo;287,9900; por GL
;DECORA MATE BRANCO 18 L - CORAL;000666;7891019907045;Ativo;650,0000; por LA
;DECORA MATE BRANCO 3,6L;000555;7891019907069;Ativo;199,9900; por GL
;DECORA SEDA BRANCO 18L CORAL;000556;7891019177189;Ativo;629,0000; por LA
;DECORA SEDA BRANCO 3,6L CORAL;000526;7891019177158;Ativo;247,9900; por GL
;DISCO DE CORTE 180X1,6X22,22 BNA12 AZUL;000912;7891345535707;Ativo;19,9900; por UN
;DISCO DE DESB 115X6,4X22,23 BDA600 CLAS;001160;7891345205563;Ativo;16,1500; por UN
;DISCO DE LIXA GIRAFA  80 MASSA  A257  225X0X8 CX C/10;002750;7891345508640;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 120 MASSA  A257  225X0X8 CX C/10;002749;7891345508749;Ativo;10,9900; por UN
